2021-04-03 16:27:41,225 - root - ERROR - 2021-04-03 16:27:41	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'object', 'subtype': 'error', 'className': 'ReferenceError', 'description': 'ReferenceError: 我是你爹 is not defined\n    at <anonymous>:1:68', 'objectId': '7837077704685936183.2.1'}, 'exceptionDetails': {'exceptionId': 443, 'text': 'Uncaught', 'lineNumber': 0, 'columnNumber': 67, 'scriptId': '3577', 'stackTrace': {'callFrames': [{'functionName': '', 'scriptId': '3577', 'url': '', 'lineNumber': 0, 'columnNumber': 67}]}, 'exception': {'type': 'object', 'subtype': 'error', 'className': 'ReferenceError', 'description': 'ReferenceError: 我是你爹 is not defined\n    at <anonymous>:1:68', 'objectId': '7837077704685936183.2.2'}}}}}

2021-04-03 16:28:48,808 - root - ERROR - 2021-04-03 16:28:48	var js9d0fa800945611eb96c92cf05d98890553412 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:28:48,816 - root - ERROR - 2021-04-03 16:28:48	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:28:48,817 - root - ERROR - 2021-04-03 16:28:48	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:28:48,817 - root - ERROR - 2021-04-03 16:28:48	innerText	js9d0fa800945611eb96c92cf05d98890553412.snapshotItem(0).innerText=我是你爹

2021-04-03 16:28:48,818 - root - ERROR - 2021-04-03 16:28:48	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'object', 'subtype': 'error', 'className': 'ReferenceError', 'description': 'ReferenceError: 我是你爹 is not defined\n    at <anonymous>:1:67', 'objectId': '7837077704685936183.2.1'}, 'exceptionDetails': {'exceptionId': 444, 'text': 'Uncaught', 'lineNumber': 0, 'columnNumber': 66, 'scriptId': '3580', 'stackTrace': {'callFrames': [{'functionName': '', 'scriptId': '3580', 'url': '', 'lineNumber': 0, 'columnNumber': 66}]}, 'exception': {'type': 'object', 'subtype': 'error', 'className': 'ReferenceError', 'description': 'ReferenceError: 我是你爹 is not defined\n    at <anonymous>:1:67', 'objectId': '7837077704685936183.2.2'}}}}}

2021-04-03 16:30:26,637 - root - ERROR - 2021-04-03 16:30:26	evaluate_jsvar jsd75f3bee945611eba1d52cf05d988905351130 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:30:26,646 - root - ERROR - 2021-04-03 16:30:26	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:30:26,646 - root - ERROR - 2021-04-03 16:30:26	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:30:26,647 - root - ERROR - 2021-04-03 16:30:26	innerText	jsd75f3bee945611eba1d52cf05d988905351130.snapshotItem(0).innerText=我是你爹

2021-04-03 16:30:26,647 - root - ERROR - 2021-04-03 16:30:26	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'object', 'subtype': 'error', 'className': 'ReferenceError', 'description': 'ReferenceError: 我是你爹 is not defined\n    at <anonymous>:1:68', 'objectId': '7837077704685936183.2.1'}, 'exceptionDetails': {'exceptionId': 445, 'text': 'Uncaught', 'lineNumber': 0, 'columnNumber': 67, 'scriptId': '3583', 'stackTrace': {'callFrames': [{'functionName': '', 'scriptId': '3583', 'url': '', 'lineNumber': 0, 'columnNumber': 67}]}, 'exception': {'type': 'object', 'subtype': 'error', 'className': 'ReferenceError', 'description': 'ReferenceError: 我是你爹 is not defined\n    at <anonymous>:1:68', 'objectId': '7837077704685936183.2.2'}}}}}

2021-04-03 16:31:30,395 - root - ERROR - 2021-04-03 16:31:30	evaluate_jsvar jsfd600588945611ebb85d2cf05d988905932006 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:31:30,404 - root - ERROR - 2021-04-03 16:31:30	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:31:30,405 - root - ERROR - 2021-04-03 16:31:30	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:31:30,405 - root - ERROR - 2021-04-03 16:31:30	innerText	jsfd600588945611ebb85d2cf05d988905932006.snapshotItem(0).innerText='我是你爹'

2021-04-03 16:31:30,405 - root - ERROR - 2021-04-03 16:31:30	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '我是你爹'}}}}

2021-04-03 16:31:50,140 - root - ERROR - 2021-04-03 16:31:50	evaluate_jsvar js0924c3ba945711eb814b2cf05d98890514892 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:31:50,149 - root - ERROR - 2021-04-03 16:31:50	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:31:50,150 - root - ERROR - 2021-04-03 16:31:50	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:31:50,150 - root - ERROR - 2021-04-03 16:31:50	innerText	js0924c3ba945711eb814b2cf05d98890514892.snapshotItem(0).innerText='我是你爸爸'

2021-04-03 16:31:50,151 - root - ERROR - 2021-04-03 16:31:50	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '我是你爸爸'}}}}

2021-04-03 16:35:20,138 - root - ERROR - 2021-04-03 16:35:20	evaluate_jsvar js8650097a945711eb95f12cf05d988905315515 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:35:20,147 - root - ERROR - 2021-04-03 16:35:20	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

